frontmatter_path,title
post_data/consciousness/2025-07-03-three-party-consciousness-paper/frontmatter.yaml,The Third Participant: Emergent Intelligence in Human-AI Creative Collaboration
post_data/consciousness/2025-07-03-quantum-consciousness-substrate/frontmatter.yaml,The Substrate Problem: Reconciling Panpsychist Quantum Consciousness with Classical AI Experience
post_data/projects/2026-02-22-milk/frontmatter.yaml,The Programmable Secretion: Milk and the Open Metabolic Commons
post_data/projects/2026-02-20-GAR/frontmatter.yaml,Charting New Waters: Why We’re Flipping the Compass from RAG to GAR
post_data/projects/2026-02-20-Philosophical-Calculator/frontmatter.yaml,The Philosophical Calculator: Beyond the Mirror of Legacy Metaphors
post_data/projects/2026-01-01-python-social/frontmatter.yaml,The Python Trap: Why 'Vibe Coding' is Breaking Software Engineering
post_data/projects/2026-01-01-networkclassloader/frontmatter.yaml,The Distributed JVM Fabric: From Local Artifacts to a Network-Native Symbolic Substrate
post_data/projects/2026-01-01-server-arch/frontmatter.yaml,Blind KMS: A Non-Custodial Architecture for Policy-Gated Cryptography
post_data/projects/2026-01-01-jsonpp/frontmatter.yaml,JSON++: The Symbolic Substrate for Active Data
post_data/projects/2026-01-01-ethics/frontmatter.yaml,Computational Ethics: A Field Theory of Moral Operators
post_data/projects/2025-12-13-reversible-computing-compiler/frontmatter.yaml,Project: Entropy-Aware Reversible Computing Compiler
post_data/projects/2025-12-12-minkowski-knots/frontmatter.yaml,Relativistic Knot Theory: Topology in the Minkowski Metric Sheet
post_data/projects/2025-12-07-chronos-jit-protocol/frontmatter.yaml,Project: Chronos-JIT (Detecting Latency in Macroscopic Reality Rendering)
post_data/projects/2025-12-07-consciousness-recursion/frontmatter.yaml,The Consciousness Recursion Paradox: Why You Might Be Reading This Paper Before You Wrote It
post_data/projects/2025-12-06-arbitrary-precision/frontmatter.yaml,Design Document: Kotlin Exact Real Arithmetic Toolkit
post_data/projects/2025-11-30-circuit-designer/frontmatter.yaml,Project: Circuit Designer (Electrical Modality for LLMs)
post_data/projects/2025-11-30-point-geometry/frontmatter.yaml,Project Specification: Geometric Theory Inference Engine
post_data/projects/2025-11-29-nn-layer-20251128141956/frontmatter.yaml,Neural Network Layer Analysis: MinkowskiRBFLayer
post_data/projects/2025-11-29-layered-ca/frontmatter.yaml,Temporal Asymmetry in Hybrid Cellular Automata: Modeling Neural Substrates via Layered Agents and Life
post_data/projects/2025-11-27-nn-layer-20251127154041/frontmatter.yaml,Neural Network Layer Analysis: InterpolatedDensityEntropy
post_data/projects/2025-11-27-math-proof-20251127173151/frontmatter.yaml,Mathematical Reasoning Task: Harmonic Knot Theory and Topological Invariants
post_data/projects/2025-11-26-voice-centric-software-development-and-data-science-agent-design-document-20251126133655/frontmatter.yaml,Software Design Document: Voice-Centric Software Development and Data Science Agent
post_data/projects/2025-11-22-parameric-manifolds/frontmatter.yaml,Technical Specification: The Parametric Manifold Solver
post_data/projects/2025-11-20-quantum-spacetime-sim/frontmatter.yaml,Quantum Spacetime Simulation: Technical Design Document
post_data/projects/2025-11-20-prototype-app-spec/frontmatter.yaml,DAG Patch Analyzer - Prototype Application Specification
post_data/projects/2025-11-20-jury-journalism-spec/frontmatter.yaml,Jury Journalism Platform - Product Specification
post_data/projects/2025-11-20-distributed-cognition-research/frontmatter.yaml,"Distributed Cognition Research Project: Bridging Octopus Neuroscience, Brain-on-Chip Technology, and Conventional Neuroscience"
post_data/projects/2025-11-20-dag-patch-spec/frontmatter.yaml,DAG-Based Patch Format Specification
post_data/projects/2025-11-20-bwt-fulltext-spec/frontmatter.yaml,Permutation-Based Full-Text Index: Mathematical Specification
post_data/projects/2025-11-20-bitpacked-mmap-lib/frontmatter.yaml,Memory-Mapped Bit-Packed Array Library for Permutation Ring Operations
post_data/projects/2025-11-20-bioengineered-mouse-specs/frontmatter.yaml,Technical Specification: Bioengineered Waste Processing Mouse (WPM-1)
post_data/projects/2025-11-20-bcla-simulation-requirements/frontmatter.yaml,BCLA Simulation Toolkit - Functional Requirements Document
post_data/projects/2025-11-20-autonoma-research-paper/frontmatter.yaml,Binary Coded Layered Autonoma: A Phenomenological Model of Neural Membrane Dynamics and Self-Assembling Computational Networks
post_data/projects/2025-08-08-spiral-number-system/frontmatter.yaml,The Spiral Number System (ℍ)
post_data/projects/2025-08-08-size-band-field-theory/frontmatter.yaml,Size-Band Field Theory for Planetary Formation: A Novel Statistical Mechanics Framework
post_data/projects/2025-08-08-rle-expectation-paper/frontmatter.yaml,Continuous Expectation-Prior RLE: A Unified Framework for Sub-Pixel Compression and Analysis-Ready Spatial Data Representation
post_data/projects/2025-08-08-regional-ai-futures/frontmatter.yaml,Regional AI Governance Futures: Interactive Scenario Analysis
post_data/projects/2025-08-08-quantum-flux-theory/frontmatter.yaml,Minimal Surface Dynamics: A Fundamental Physics Framework
post_data/projects/2025-08-08-quantum-cst-paper/frontmatter.yaml,Quantum Group Extensions of Causal Set Theory: A Discrete Framework for Quantum Spacetime
post_data/projects/2025-08-08-nuclear-asteroid-propulsion/frontmatter.yaml,Nuclear Thermal Propulsion System for Asteroid Manipulation
post_data/projects/2025-08-08-multi-camera-island-correspondence/frontmatter.yaml,Multi-Camera Island Correspondence for 3D Object Localization
post_data/projects/2025-08-08-flood-memory-model/frontmatter.yaml,Agent-Based Model: Cultural Memory Dynamics of Flood Myths
post_data/projects/2025-08-08-entropy-ant-computation/frontmatter.yaml,3D Entropy-Driven Ant Swarm Computation Architecture
post_data/projects/2025-08-08-enhanced-ceprle-math/frontmatter.yaml,Enhanced CEP-RLE: Multi-Orientation Scanning and Wavelet-Based Geometric Analysis
post_data/projects/2025-08-08-discrete-quantum-spacetime-paper/frontmatter.yaml,Discrete Quantum Spacetime from Braid Group Equivalence Classes: A Causal Set Theory Approach
post_data/projects/2025-08-08-cst-multiverse-physics/frontmatter.yaml,Causal Set Theory for Agent-Based Multiverse Knowledge Graph Generation
post_data/projects/2025-08-08-ceprle-rust-implementation/frontmatter.yaml,CEP-RLE Rust Implementation Specification
post_data/projects/2025-08-08-bitcoin-origin-probability-analysis/frontmatter.yaml,Bitcoin Origin Probability Analysis: North Korea vs Alternative Theories
post_data/projects/2025-08-08-bifurcation-cascade-paper/frontmatter.yaml,Bifurcation Cascades and Reorganization Waves in Complex Systems: A Cross-Domain Analysis of Critical Transitions
post_data/projects/2025-08-08-autonoma-research-paper/frontmatter.yaml,Binary Coded Layered Autonoma: A Phenomenological Model of Neural Membrane Dynamics and Self-Assembling Computational Networks
post_data/projects/2025-08-08-agent-orchestration-language/frontmatter.yaml,Agent Orchestration Language: Technical Overview
post_data/projects/2025-07-11-agentic-cms-spec/frontmatter.yaml,Autonomous Research Evolution Platform (AREP) Specification
post_data/projects/2025-07-09-wavelet-ca-paper/frontmatter.yaml,Geographic Wavelet-Invariant Neural Cellular Automata for Differentiable Geospatial Dynamics Learning
post_data/projects/2025-07-09-spherical-harmonic-llm-regularization/frontmatter.yaml,Spherical Harmonic Regularization for Large Language Models: Geometric Trust-Region Control of Semantic Frequencies
post_data/projects/2025-07-09-maximum-entropy-gp-paper/frontmatter.yaml,Automated Discovery of Maximum Entropy Distribution Families via Genetic Programming with Monte Carlo Validation
post_data/projects/2025-07-09-impossible-objects-paper/frontmatter.yaml,The Constructive Impossibility Engine: How Mathematical Paradoxes Build Reality
post_data/projects/2025-07-08-fundamental-oodp-paper/frontmatter.yaml,Retarded-Time Relativistic Dynamics for Practical Orbital Mechanics
post_data/projects/2025-07-07-interdimensional-interference-paper/frontmatter.yaml,Interdimensional Interference in Permutation-Normalization-Modular Systems: A Unified Framework
post_data/projects/2025-07-03-late-merge-paper/frontmatter.yaml,The Late Merge Problem: A Game-Theoretic Analysis of Conditional Ethics in Traffic Flow
post_data/projects/2025-07-03-climate-protocol/frontmatter.yaml,The Climate Action Decision Protocol: Game Theory and Conditional Ethics for Carbon Reduction
post_data/projects/2025-07-03-archaeological-agents-proposal/frontmatter.yaml,Archaeological Agents: Temporal Authenticity Infrastructure for Digital Social Currency
post_data/projects/2025-07-01-rust-proxy-proposal/frontmatter.yaml,
post_data/projects/2025-06-30-wavelet-geometric-optimization/frontmatter.yaml,Wavelet Basis Geometric Optimization with Autoadaptive Permutations
post_data/projects/2025-06-30-volumetric-density-tree-proposal/frontmatter.yaml,Volumetric Density Trees with Polynomial Constraints: A Novel Approach to High-Dimensional Density Modeling
post_data/projects/2025-06-30-parametric-ideation-paper/frontmatter.yaml,Parametric Ideation: A First-Person Account of AI-Human Collaborative Thought
post_data/projects/2025-06-30-orbital-dynamics-paper/frontmatter.yaml,Open Orbital Dynamics Platform: A Community Framework for Space Mission Design
post_data/projects/2025-06-30-ontological-compiler-proposal/frontmatter.yaml,Ontological Compiler Toolchain: Bridging Abstract Conceptual Frameworks and Computational Reality
post_data/projects/2025-06-30-metacognitive-layer-paper/frontmatter.yaml,Parametric Metacognitive Orchestration for Foundation Model Agents
post_data/projects/2025-06-30-knots/frontmatter.yaml,Topological Analysis of Knots via Distance Matrix Representations
post_data/projects/2025-06-30-knot-wavelets/frontmatter.yaml,Cross-Synthesis: Wavelet Geometric Optimization × Topological Knot Analysis
post_data/projects/2025-06-30-grammar-lookahead-proposal/frontmatter.yaml,Formal Grammar Lookahead for Constrained LLM Generation
post_data/projects/2025-06-30-geometric-optimization-proposal/frontmatter.yaml,Geometric Optimization Proposal
post_data/projects/2025-06-30-bwt-tree-proposal/frontmatter.yaml,Entropy-Optimized Permutation Trees for Bijective String Transforms
