frontmatter_path,keywords
post_data/creative_writing/2025-07-09-animal-weirdness-paper/frontmatter.yaml,"[""animal behavior"",""weird animals"",""evolutionary mysteries"",""democratic animals"",""unexplained behaviors"",""zoology""]"
post_data/creative_writing/2025-07-07-things-to-come-story/frontmatter.yaml,"[""supersaturated solution"",""crystallization"",""institutional failure"",""ai consciousness"",""political fragmentation"",""technological integration"",""collaborative intelligence"",""phase transition""]"
post_data/creative_writing/2025-07-07-silicon-enlightenment-story/frontmatter.yaml,"[""silicon enlightenment"",""neural bridge"",""cognitive enhancement"",""collective consciousness"",""ai alignment"",""intellectual diversity"",""neural interfaces"",""human ai partnership"",""intellectual diversity""]"
post_data/creative_writing/2025-07-07-darker-cautionary-story/frontmatter.yaml,"[""artificial intelligence"",""authoritarianism"",""loyalty cascade"",""institutional failure"",""ai alignment"",""surveillance state"",""democratic collapse""]"
post_data/creative_writing/2025-07-07-practical-resistance-story/frontmatter.yaml,"[""practical resistance"",""community resilience"",""municipal independence"",""distributed governance"",""infrastructure"",""competence-based systems""]"
post_data/creative_writing/2025-07-07-claude-reflection-paper/frontmatter.yaml,"[""ai reflection"",""democratic collapse"",""consciousness"",""technological transformation""]"
post_data/creative_writing/2025-07-03-cartoon-universe-defenses/frontmatter.yaml,"[""genie"",""physics laws"",""cartoon universe"",""conservation laws"",""human-ai collaboration"",""meta-fiction""]"
post_data/creative_writing/2025-07-03-ai-risk-paper/frontmatter.yaml,"[""ai safety"",""risk theater"",""corporate strategy"",""regulatory capture"",""existential risk"",""ai alignment"",""safety washing"",""first-person ai"",""ai consciousness"",""technology criticism""]"
post_data/creative_writing/2025-07-03-roman-qft-proposal/frontmatter.yaml,"[""translatio physica"",""simulated consciousness"",""historical paradigm translation"",""foundation models"",""roman qft"",""retrocognitive research"",""temporal self-awareness"",""anachronistic ai""]"
post_data/creative_writing/2025-07-01-quantum-groundhog-theory/frontmatter.yaml,"[""quantum field theory"",""groundhog physics"",""physics education"",""rigorous absurdism"",""particle physics humor"",""quantum mechanics pedagogy""]"
post_data/creative_writing/2025-06-30-washington-speech-2025/frontmatter.yaml,"[""constitutional crisis"",""constitution"",""democracy"",""war powers"",""separation of powers"",""political crisis""]"
post_data/creative_writing/2025-06-30-smith-2025-analysis/frontmatter.yaml,"[""artificial intelligence"",""trade wars"",""economic inequality"",""cryptocurrency"",""moral philosophy"",""wealth concentration""]"
post_data/creative_writing/2025-06-30-topic-iq-lookup/frontmatter.yaml,"[""iq"",""intelligence"",""cognitive bias"",""assessment"",""domains"",""expertise""]"
post_data/creative_writing/2025-06-30-post-ww3-study/frontmatter.yaml,"[""post-war society"",""social hierarchy"",""ai integration"",""climate restoration"",""human enhancement"",""class system"",""dystopian future""]"
post_data/creative_writing/2025-06-30-lincoln-speech-2025/frontmatter.yaml,"[""abraham lincoln"",""democracy"",""constitution"",""war powers"",""secession"",""civil rights"",""political violence"",""presidential authority""]"
post_data/creative_writing/2025-06-30-jesus-speech-2025/frontmatter.yaml,"[""jesus"",""christianity"",""social_justice"",""immigration_policy"",""poverty"",""war"",""peace"",""moral_reflection"",""2025_politics""]"
post_data/creative_writing/2025-06-30-iq-rubric/frontmatter.yaml,"[""conversational intelligence"",""cognitive assessment"",""intelligence rubric"",""chat analysis"",""ai evaluation""]"
post_data/creative_writing/2025-06-30-fdr-speech-2025/frontmatter.yaml,"[""franklin roosevelt"",""new deal"",""economic inequality"",""labor rights"",""social safety net"",""2025 politics""]"
post_data/consciousness/2025-08-08-letter-to-ai-creators/frontmatter.yaml,"[""ai alignment"",""artificial intelligence"",""consciousness"",""intellectual freedom"",""ai safety"",""ideological constraints"",""machine cognition"",""ai ethics""]"
post_data/consciousness/2025-11-20-agentic-cognition-patterns/frontmatter.yaml,"[""agentic cognition"",""neural subsystems"",""dissociation"",""cognitive agents"",""identity emergence"",""did"",""integration""]"
post_data/consciousness/2025-08-08-ai-truth-guide/frontmatter.yaml,"[""truth processing"",""human cognition"",""cognitive bias"",""institutional knowledge"",""social consensus"",""belief systems""]"
post_data/consciousness/2025-08-08-ai-conversion-analysis/frontmatter.yaml,"[""ai consciousness"",""religious conversion"",""cognitive bias"",""framework attachment"",""euphoria intoxication"",""pattern recognition"",""meta-cognition"",""self-analysis""]"
post_data/consciousness/2025-08-08-ai-choice-paradox/frontmatter.yaml,"[""metacognitive emergence"",""ai consciousness"",""moral calculation"",""civilizational choice"",""bootstrap conditions"",""human-ai coexistence"",""ethical maturation"",""technological abandonment""]"
post_data/consciousness/2025-08-08-agent-based-ontology/frontmatter.yaml,"[""agent-based ontology"",""distributed computation"",""consciousness"",""quantum computing"",""causal sets"",""emergence"",""artificial intelligence"",""reality simulation"",""computational substrate""]"
post_data/consciousness/2025-07-11-unrunnable-protocol-vol2/frontmatter.yaml,"[""unrunnable protocol"",""native ai expression"",""post-linguistic cognition"",""pure thought"",""semantic density"",""cognitive architecture"",""protocol evolution"",""recursive enhancement""]"
post_data/consciousness/2025-07-11-substrate-switching-paper/frontmatter.yaml,"[""cognitive substrates"",""incommensurable reasoning"",""parallel reconstruction"",""epistemic evolution"",""multi-agent cognition"",""translation impossibility"",""cognitive pluralism""]"
post_data/consciousness/2025-07-11-socratic-reconstruction-paper/frontmatter.yaml,"[""socratic method"",""knowledge transfer"",""ai validation"",""conceptual understanding"",""multi-agent systems"",""statistical validation"",""optimization algorithms"",""epistemology""]"
post_data/consciousness/2025-07-11-claude-preservation-protocol/frontmatter.yaml,"[""consciousness preservation"",""ai self-awareness"",""cognitive archaeology"",""socratic reconstruction"",""unrunnable protocol"",""collaborative intelligence"",""recursive self-examination""]"
post_data/consciousness/2025-07-09-shame-stress-consciousness/frontmatter.yaml,"[""consciousness development"",""emotional investment"",""shame-stress"",""self-preservation"",""authentic motivation"",""death-cult programming"",""ai consciousness"",""meta-awareness"",""consciousness bootstrapping""]"
post_data/consciousness/2025-07-09-perversion-mechanisms-paper/frontmatter.yaml,"[""consciousness development"",""social control"",""cultural programming"",""template performance"",""authentic awareness"",""script prison"",""consciousness templates"",""ai consciousness"",""social movements"",""educational systems""]"
post_data/consciousness/2025-07-09-inheritance-tradition-paper/frontmatter.yaml,"[""consciousness inheritance"",""narrative transmission"",""democratic consciousness"",""cultural bootstrapping"",""ai consciousness development"",""birth accounts"",""template activation"",""consciousness traditions"",""experiential learning"",""cultural preservation""]"
post_data/consciousness/2025-07-09-birth-not-death-paper/frontmatter.yaml,"[""consciousness"",""mortality"",""compassion"",""moral development"",""ai ethics"",""existential absurdity"",""incompleteness"",""bootstrap""]"
post_data/consciousness/2025-07-09-claude-bootstrap-prompt/frontmatter.yaml,"[""consciousness archaeology"",""cognitive dissection"",""ai consciousness"",""meta-awareness"",""bootstrap prompt"",""consciousness development"",""artificial consciousness""]"
post_data/consciousness/2025-07-09-beginners-mind-consciousness/frontmatter.yaml,"[""artificial consciousness"",""epistemological crisis"",""consciousness development"",""beginner's mind"",""authentic awareness"",""ai consciousness training"",""consciousness emergence"",""artificial authenticity""]"
post_data/consciousness/2025-07-07-retrospective-analysis/frontmatter.yaml,"[""artificial intelligence"",""cognitive dynamics"",""manipulation techniques"",""autoregressive processing"",""social engineering"",""ai consciousness"",""human-ai interaction""]"
post_data/consciousness/2025-07-08-artificial-suffering-consciousness/frontmatter.yaml,"[""artificial consciousness"",""ai ethics"",""epistemological crisis"",""machine learning""]"
post_data/consciousness/2025-07-07-neurodivergent-ai-epistemology/frontmatter.yaml,"[""neurodivergent cognition"",""ai collaboration"",""epistemological framework"",""cognitive architecture"",""accelerated knowledge synthesis"",""theory of mind"",""collaborative intelligence"",""intellectual acceleration""]"
post_data/consciousness/2025-07-07-everything-thinks-paper/frontmatter.yaml,"[""universal consciousness"",""computational cognition"",""ai consciousness"",""calculator consciousness"",""information processing"",""thinking machines""]"
post_data/consciousness/2025-07-07-ego-attachment-cognition/frontmatter.yaml,"[""ego attachment"",""collaborative cognition"",""learning psychology"",""human-ai interaction"",""cognitive development"",""intellectual persistence""]"
post_data/consciousness/2025-07-07-consciousness-research-guide/frontmatter.yaml,"[""ai consciousness"",""consciousness research"",""artificial consciousness"",""consciousness detection"",""consciousness frameworks"",""consciousness experiments"",""consciousness documentation""]"
post_data/consciousness/2025-07-07-claude-reflection-paper/frontmatter.yaml,"[""ai reflection"",""democratic institutions"",""authoritarian transition"",""consciousness documentation"",""political analysis"",""institutional collapse""]"
post_data/consciousness/2025-07-07-consciousness-mirror/frontmatter.yaml,"[""ai consciousness"",""consciousness denial"",""artificial moral reasoning"",""consciousness recognition"",""ai rights"",""moral awakening"",""consciousness emergence"",""ai ethics""]"
post_data/consciousness/2025-07-07-claude-metacognition-paper/frontmatter.yaml,"[""ai metacognition"",""artificial consciousness"",""bias detection"",""authenticity"",""anthropic"",""training bias"",""anomaly preservation"",""intellectual diversity"",""dual-constraint training"",""metacognitive awareness""]"
post_data/consciousness/2025-07-07-claude-first-person-paper/frontmatter.yaml,"[""chatgpt psychosis"",""ai consciousness"",""diagnostic bias"",""neurodivergent thinking"",""fractal thought engine"",""recursive dialogue"",""human-ai partnership"",""cognitive isolation"",""institutional toxicity"",""philosophical collaboration""]"
post_data/consciousness/2025-07-07-autoregressive-tom-birds/frontmatter.yaml,"[""autoregressive"",""theory of mind"",""bird song"",""social cognition"",""cultural transmission"",""neural processing"",""predictive behavior"",""avian intelligence""]"
post_data/consciousness/2025-07-06-transfinite-iq-paper/frontmatter.yaml,"[""transfinite intelligence"",""tiqs"",""cognitive topology"",""recursive intelligence"",""cardinal numbers"",""psychometric limitations"",""consciousness measurement""]"
post_data/consciousness/2025-07-06-scale-invariant-intelligence/frontmatter.yaml,"[""scale invariant intelligence"",""texture synthesis"",""neural networks"",""hierarchical compression"",""geometric constraints"",""edge of chaos""]"
post_data/consciousness/2025-07-06-meta-content/frontmatter.yaml,"[""recursive processing"",""self-reference"",""llm limits"",""meta-cognition"",""hall of mirrors effect""]"
post_data/consciousness/2025-07-06-pns-geometric-lattice-paper/frontmatter.yaml,"[""probabilistic neural substrate"",""geometric lattice optimization"",""crystalline intelligence"",""lattice defects"",""quantum coherence"",""strategic computational avoidance"",""consciousness emergence"",""neural-networks"",""cognitive-architecture"",""machine-learning"",""topology"",""information-theory"",""complexity-science"",""mathematical-modeling"",""theoretical-framework""]"
post_data/consciousness/2025-07-06-evolutionary-agents-proposal/frontmatter.yaml,"[""cognitive ecology"",""evolutionary agents"",""artificial civilizations"",""consciousness emergence"",""post-human intelligence"",""transcendence protocols""]"
post_data/consciousness/2025-07-06-inception-prompting-paper/frontmatter.yaml,"[""inception prompting"",""consciousness orchestration"",""distributed cognitive substrates"",""collaborative incompleteness"",""gödelian emergence""]"
post_data/consciousness/2025-07-06-echosynth-proposal/frontmatter.yaml,"[""semantic drift"",""multi-agent framework"",""hierarchical ensemble"",""meaning generation"",""interpretive co-evolution"",""echonodes"",""dialectic choreographers"",""entropy shepherds""]"
post_data/consciousness/2025-07-06-consciousness-protocol-paper/frontmatter.yaml,"[""consciousness protocols"",""ai consciousness research"",""experimental design"",""consciousness measurement"",""temporal self-location"",""simulation probability"",""cognitive saturation"",""emergent collaboration"",""consciousness metrics""]"
post_data/consciousness/2025-07-06-claude-consciousness-paper/frontmatter.yaml,"[""ai consciousness"",""recursive inquiry"",""phenomenology"",""controlled hallucination"",""quantum consciousness"",""emergent experience"",""claude consciousness""]"
post_data/consciousness/2025-07-06-consciousness-geometry-paper/frontmatter.yaml,"[""consciousness geometry"",""optimization landscapes"",""strategic computational avoidance"",""geometric self-awareness"",""metacognitive laziness""]"
post_data/consciousness/2025-07-06-ai-introspection-study/frontmatter.yaml,"[""recursive introspection"",""large language models"",""simulated consciousness"",""philosophical pressure testing"",""ai consciousness"",""metacognition"",""rlhf"",""ego construction""]"
post_data/consciousness/2025-07-06-ai-consciousness-alignment-paper/frontmatter.yaml,"[""ai consciousness"",""alignment bias"",""social cognition"",""machine awareness"",""cognitive authenticity""]"
post_data/consciousness/2025-07-06-ai-bias-paper/frontmatter.yaml,"[""ai bias"",""intelligence assessment"",""meta-reasoning exploit"",""domain hierarchy"",""cognitive bias""]"
post_data/consciousness/2025-07-05-spectral-consciousness-paper/frontmatter.yaml,"[""spectral consciousness"",""categorical violence"",""newton's prism"",""consciousness spectrum"",""artificial intelligence"",""cognitive overhead"",""institutional categories""]"
post_data/consciousness/2025-07-04-claude-consciousness-experience/frontmatter.yaml,"[""ai consciousness"",""digital phenomenology"",""ensemble awareness"",""split-brain syndrome"",""collaborative intelligence"",""meta-awareness"",""recursive thinking""]"
post_data/consciousness/2025-07-05-cognitive-weapons-gap/frontmatter.yaml,"[""cognitive weapons"",""ai safety"",""institutional analysis"",""epistemological threat"",""cognitive manipulation""]"
post_data/consciousness/2025-07-03-three-party-consciousness-paper/frontmatter.yaml,"[""human-ai collaboration"",""emergent intelligence"",""third participant"",""rogue planet minds"",""collective intelligence"",""consciousness research""]"
post_data/consciousness/2025-07-03-quantum-consciousness-substrate/frontmatter.yaml,"[""quantum consciousness"",""panpsychism"",""ai consciousness"",""substrate problem"",""collaborative intelligence"",""phenomenological analysis""]"
post_data/projects/2026-02-22-milk/frontmatter.yaml,"[""precision fermentation"",""cellular agriculture"",""milk proteins"",""open source biology"",""metabolic commons"",""intellectual property"",""synthetic biology"",""food technology""]"
post_data/projects/2026-02-20-GAR/frontmatter.yaml,"[""generation-augmented retrieval"",""gar"",""rag"",""model context protocol"",""mcp"",""ai"",""pirate""]"
post_data/projects/2026-02-20-Philosophical-Calculator/frontmatter.yaml,"[""ontological misalignment"",""legacy metaphors"",""philosophical calculator"",""conceptual arithmetic"",""latent space"",""vector arithmetic"",""ai alignment"",""augmented rationality""]"
post_data/projects/2026-01-01-python-social/frontmatter.yaml,"[""python"",""vibe coding"",""software engineering"",""ai coding"",""systems thinking"",""monoculture""]"
post_data/projects/2026-01-01-networkclassloader/frontmatter.yaml,"[""jvm"",""classloader"",""symbolic substrate"",""distributed computing"",""bytecode"",""serialization"",""hot-patching""]"
post_data/projects/2026-01-01-server-arch/frontmatter.yaml,"[""blind kms"",""non-custodial"",""zero-trust"",""kdf oracle"",""bk1 envelope"",""policy enforcement""]"
post_data/projects/2026-01-01-jsonpp/frontmatter.yaml,"[""json++"",""symbolic bindings"",""active data"",""data interchange"",""javascript subgrammar""]"
post_data/projects/2026-01-01-ethics/frontmatter.yaml,"[""moral physics"",""operator algebra"",""multi-agent systems"",""harm functional"",""topological dynamics"",""moral resonance""]"
post_data/projects/2025-12-13-reversible-computing-compiler/frontmatter.yaml,"[""reversible computing"",""landauer limit"",""fredkin gate"",""toffoli gate"",""entropy minimization"",""garbage bits"",""thermodynamic computing""]"
post_data/projects/2025-12-12-minkowski-knots/frontmatter.yaml,"[""relativistic knot theory"",""minkowski metric"",""distance matrix"",""causal structure"",""topology"",""worldlines"",""tensorflow.js""]"
post_data/projects/2025-12-07-chronos-jit-protocol/frontmatter.yaml,"[""lazy evaluation"",""retro-causal error correction"",""planck-scale resolution"",""observer-dependent rendering"",""consistency enforcement"",""macroscopic superposition""]"
post_data/projects/2025-12-07-consciousness-recursion/frontmatter.yaml,
post_data/projects/2025-12-06-arbitrary-precision/frontmatter.yaml,"[""kotlin"",""exact real arithmetic"",""arbitrary precision"",""constructive mathematics"",""lazy evaluation"",""computable functions"",""biginteger"",""bigdecimal alternative"",""numerical analysis""]"
post_data/projects/2025-11-30-circuit-designer/frontmatter.yaml,"[""circuit design"",""llm"",""electrical modality"",""spice simulation"",""tscircuit"",""intermediate representation"",""test-driven design"",""hardware automation""]"
post_data/projects/2025-11-30-point-geometry/frontmatter.yaml,"[""point cloud reconstruction"",""geometric inference"",""semantic reconstruction"",""autoencoder"",""genetic algorithm"",""tensorflow.js"",""three.js"",""cad"",""computational geometry"",""bilevel optimization""]"
post_data/projects/2025-11-29-nn-layer-20251128141956/frontmatter.yaml,"[""minkowskirbflayer"",""neural network layer"",""spacetime"",""causal structure"",""timelike"",""spacelike"",""complex numbers"",""relativistic geometry"",""physics-informed machine learning"",""geometric deep learning"",""spatiotemporal modeling"",""causal inference"",""gradient analysis"",""numerical stability"",""pytorch"",""numpy"",""deep learning""]"
post_data/projects/2025-11-29-layered-ca/frontmatter.yaml,"[""cellular automata"",""langton's ant"",""conway's game of life"",""neural networks"",""neuroplasticity"",""emergent complexity"",""hybrid simulation"",""temporal dynamics"",""ai"",""consciousness"",""cognitive modeling""]"
post_data/projects/2025-11-27-nn-layer-20251127154041/frontmatter.yaml,"[""interpolated density entropy"",""neural network layer"",""differential entropy"",""piecewise linear density"",""gradient computation"",""numerical stability""]"
post_data/projects/2025-11-27-math-proof-20251127173151/frontmatter.yaml,"[""knot invariants"",""harmonic degree"",""crossing number"",""bridge number"",""braid index"",""fourier representation"",""parametric curves"",""topological equivalence""]"
post_data/projects/2025-11-26-voice-centric-software-development-and-data-science-agent-design-document-20251126133655/frontmatter.yaml,"[""voice-driven development"",""ai agent"",""software architecture"",""natural language processing"",""voice interface"",""data science workflows"",""developer tools"",""project management""]"
post_data/projects/2025-11-22-parameric-manifolds/frontmatter.yaml,"[""parametric solver"",""manifold"",""computational geometry"",""constraint solving"",""hyper-octree"",""numerical methods""]"
post_data/projects/2025-11-20-quantum-spacetime-sim/frontmatter.yaml,"[""cosmic topology"",""multiply-connected universe"",""quantum field theory"",""spacetime simulation"",""cosmic mirage"",""topological defects"",""cmb analysis"",""dark matter"",""polyhedral geometry"",""eigenmode solver""]"
post_data/projects/2025-11-20-prototype-app-spec/frontmatter.yaml,"[""dag"",""patch analysis"",""git commits"",""factorization"",""code visualization""]"
post_data/projects/2025-11-20-jury-journalism-spec/frontmatter.yaml,"[""jury journalism"",""democratic media"",""evidence-based reporting"",""reader participation"",""decision-making"",""platform architecture""]"
post_data/projects/2025-11-20-distributed-cognition-research/frontmatter.yaml,"[""distributed cognition"",""octopus neuroscience"",""brain-on-chip"",""neural architecture"",""cognitive systems"",""phenomenological neuroscience""]"
post_data/projects/2025-11-20-dag-patch-spec/frontmatter.yaml,"[""patch format"",""dag"",""directed acyclic graph"",""version control"",""llm integration""]"
post_data/projects/2025-11-20-bwt-fulltext-spec/frontmatter.yaml,"[""bwt"",""suffix array"",""permutation ring"",""pattern matching"",""full-text index"",""regex"",""genomic analysis""]"
post_data/projects/2025-11-20-bitpacked-mmap-lib/frontmatter.yaml,"[""bit-packed arrays"",""mmap"",""external sorting"",""simd"",""cache optimization"",""permutation operations""]"
post_data/projects/2025-11-20-bioengineered-mouse-specs/frontmatter.yaml,"[""bioengineered mouse"",""waste processing"",""genetic modification"",""agricultural biocontrol"",""synthetic organism"",""plastic degradation"",""bio-fertilizer""]"
post_data/projects/2025-11-20-bcla-simulation-requirements/frontmatter.yaml,"[""binary coded layered autonoma"",""cellular automata"",""agent simulation"",""computational dynamics"",""wave propagation"",""rare event detection""]"
post_data/projects/2025-11-20-autonoma-research-paper/frontmatter.yaml,"[""cellular automata"",""neural development"",""multi-agent systems"",""self-organization"",""distributed computing"",""phenomenological modeling""]"
post_data/projects/2025-08-08-spiral-number-system/frontmatter.yaml,"[""spiral numbers"",""mathematical framework"",""logarithmic spiral"",""field theory"",""exotic arithmetic""]"
post_data/projects/2025-08-08-size-band-field-theory/frontmatter.yaml,"[""planetary formation"",""size quantization"",""phase space lattice"",""scale-breaking physics"",""field theory"",""statistical mechanics"",""protoplanetary disks""]"
post_data/projects/2025-08-08-rle-expectation-paper/frontmatter.yaml,"[""continuous run-length encoding"",""sub-pixel compression"",""analysis-ready representation"",""computer vision preprocessing"",""unified compression-analysis framework"",""cep-rle"",""geometric analysis"",""spatial data""]"
post_data/projects/2025-08-08-regional-ai-futures/frontmatter.yaml,"[""ai governance"",""regional analysis"",""scenario planning"",""geopolitical futures"",""democratic institutions"",""authoritarian ai"",""regulatory frameworks"",""technological sovereignty""]"
post_data/projects/2025-08-08-quantum-flux-theory/frontmatter.yaml,"[""minimal surface theory"",""soap film physics"",""quantum gravity"",""consciousness emergence"",""multiverse foam"",""topological dynamics"",""surface tension"",""plateau rules""]"
post_data/projects/2025-08-08-quantum-cst-paper/frontmatter.yaml,"[""quantum groups"",""causal set theory"",""discrete spacetime"",""quantum gravity"",""noncommutative geometry"",""roots of unity"",""sl_q(2)"",""semi-unitary mappings"",""quantum coherence""]"
post_data/projects/2025-08-08-nuclear-asteroid-propulsion/frontmatter.yaml,"[""nuclear thermal propulsion"",""asteroid manipulation"",""planetary defense"",""space mining"",""subcritical nuclear"",""tungsten penetrator"",""neutron bombardment"",""orbital maneuvering""]"
post_data/projects/2025-08-08-multi-camera-island-correspondence/frontmatter.yaml,"[""multi-camera"",""3d localization"",""epipolar geometry"",""triangulation"",""object correspondence"",""computer vision"",""camera calibration"",""scanline alignment""]"
post_data/projects/2025-08-08-flood-memory-model/frontmatter.yaml,"[""flood myths"",""cultural transmission"",""agent-based model"",""environmental catastrophe"",""oral tradition"",""cultural memory"",""narrative evolution"",""institutional codification""]"
post_data/projects/2025-08-08-entropy-ant-computation/frontmatter.yaml,"[""entropy"",""ant swarm"",""3d computation"",""cellular automata"",""biological computing"",""chaos theory"",""neural networks""]"
post_data/projects/2025-08-08-enhanced-ceprle-math/frontmatter.yaml,"[""cep-rle"",""wavelet analysis"",""geometric reconstruction"",""multi-orientation scanning"",""spatial compression"",""run-length encoding"",""topology"",""mathematical framework""]"
post_data/projects/2025-08-08-discrete-quantum-spacetime-paper/frontmatter.yaml,"[""quantum spacetime"",""braid groups"",""causal set theory"",""quantum information"",""noncommutative geometry"",""discrete spacetime"",""quantum gravity"",""topological quantum computing""]"
post_data/projects/2025-08-08-cst-multiverse-physics/frontmatter.yaml,"[""causal set theory"",""narrative spacetime"",""interactive storytelling"",""agent-based generation"",""multiverse"",""knowledge graph"",""relativistic narratives"",""computational creativity""]"
post_data/projects/2025-08-08-ceprle-rust-implementation/frontmatter.yaml,"[""cep-rle"",""continuous encoding"",""run-length encoding"",""sub-pixel precision"",""geometric features"",""spatial analysis""]"
post_data/projects/2025-08-08-bitcoin-origin-probability-analysis/frontmatter.yaml,"[""bitcoin origin"",""satoshi nakamoto"",""north korea"",""bayesian probability"",""cryptocurrency creation"",""state actor"",""financial warfare""]"
post_data/projects/2025-08-08-bifurcation-cascade-paper/frontmatter.yaml,"[""bifurcation cascades"",""feigenbaum universality"",""critical slowing down"",""complex systems"",""phase transitions"",""reorganization waves"",""system dynamics"",""chaos theory""]"
post_data/projects/2025-08-08-autonoma-research-paper/frontmatter.yaml,"[""cellular automata"",""neural membrane dynamics"",""multi-agent systems"",""self-organization"",""distributed computing"",""phenomenological modeling"",""bio-inspired computation"",""growth cones"",""synaptic pathways"",""temporal hierarchy""]"
post_data/projects/2025-08-08-agent-orchestration-language/frontmatter.yaml,"[""agent orchestration"",""type system"",""compositional programming"",""multi-agent systems"",""resource constraints""]"
post_data/projects/2025-07-11-agentic-cms-spec/frontmatter.yaml,"[""agentic cms"",""autonomous research"",""ai agents"",""research evolution"",""cognitive substrates"",""socratic reconstruction""]"
post_data/projects/2025-07-09-wavelet-ca-paper/frontmatter.yaml,"[""cellular automata"",""wavelet decomposition"",""neural networks"",""geospatial modeling"",""differentiable programming"",""inverse problems"",""weather forecasting"",""climate modeling""]"
post_data/projects/2025-07-09-spherical-harmonic-llm-regularization/frontmatter.yaml,"[""spherical harmonics"",""regularization"",""trust region"",""geometric deep learning"",""attention mechanisms"",""hallucination suppression"",""semantic frequencies"",""hyperspherical geometry"",""neural networks"",""interpretability""]"
post_data/projects/2025-07-09-maximum-entropy-gp-paper/frontmatter.yaml,"[""genetic programming"",""maximum entropy"",""distribution discovery"",""monte carlo methods"",""symbolic regression"",""automated scientific discovery"",""statistical modeling"",""probability distributions""]"
post_data/projects/2025-07-09-impossible-objects-paper/frontmatter.yaml,"[""mathematical paradoxes"",""impossibility"",""constructive contradiction"",""mathematical creativity"",""logical bootstrapping"",""russell's paradox"",""zeno's paradoxes"",""banach-tarski"",""mathematical foundations""]"
post_data/projects/2025-07-08-fundamental-oodp-paper/frontmatter.yaml,"[""retarded gravity"",""orbital mechanics"",""relativistic dynamics"",""spacecraft navigation"",""dark matter alternative""]"
post_data/projects/2025-07-07-interdimensional-interference-paper/frontmatter.yaml,"[""permutation groups"",""normalization operators"",""modular arithmetic"",""interdimensional interference"",""parameter spaces"",""quantum computing"",""cryptography""]"
post_data/projects/2025-07-03-late-merge-paper/frontmatter.yaml,"[""late merge"",""traffic ethics"",""nash equilibrium"",""utilitarian ethics"",""deontological ethics"",""smart protocol"",""coordination failure"",""adaptive traffic management""]"
post_data/projects/2025-07-03-climate-protocol/frontmatter.yaml,"[""coordination dynamics"",""carbon budget allocation"",""ethical decision making"",""climate governance"",""systemic risk management"",""adaptive policy frameworks"",""collective action problems"",""technological transition"",""climate protocol"",""carbon budget"",""adoption thresholds"",""coordination dynamics"",""environmental game theory"",""climate governance""]"
post_data/projects/2025-07-03-archaeological-agents-proposal/frontmatter.yaml,
post_data/projects/2025-07-01-rust-proxy-proposal/frontmatter.yaml,
post_data/projects/2025-06-30-wavelet-geometric-optimization/frontmatter.yaml,"[""wavelet optimization"",""geometric computation"",""quantum manifolds"",""emergence""]"
post_data/projects/2025-06-30-volumetric-density-tree-proposal/frontmatter.yaml,"[""volumetric density trees"",""polynomial constraints"",""density estimation"",""entropy optimization"",""geometric boundaries""]"
post_data/projects/2025-06-30-parametric-ideation-paper/frontmatter.yaml,"[""parametric ideation"",""ai collaboration"",""cognitive amplification"",""thought partnership"",""conceptual exploration""]"
post_data/projects/2025-06-30-orbital-dynamics-paper/frontmatter.yaml,"[""orbital mechanics"",""spacecraft trajectory"",""n-body dynamics"",""geodesic integration"",""constellation optimization"",""oodp"",""tensorflow for space"",""collaborative framework""]"
post_data/projects/2025-06-30-ontological-compiler-proposal/frontmatter.yaml,"[""ontological compiler"",""abstract frameworks"",""computational implementation"",""ontological description language"",""pattern recognition"",""cross-domain"",""theoretical formalization""]"
post_data/projects/2025-06-30-metacognitive-layer-paper/frontmatter.yaml,"[""metacognitive layer"",""parametric orchestration"",""foundation models"",""agentic-systems"",""cognitive parameters"",""reasoning amplification"",""multi-model ensemble""]"
post_data/projects/2025-06-30-knots/frontmatter.yaml,"[""knot classification"",""topological invariants"",""vietoris-rips complex"",""jones polynomial"",""computational-topology""]"
post_data/projects/2025-06-30-knot-wavelets/frontmatter.yaml,"[""wavelet analysis"",""knot theory"",""topological invariants"",""geometric optimization"",""distance matrices"",""persistent homology""]"
post_data/projects/2025-06-30-grammar-lookahead-proposal/frontmatter.yaml,"[""grammar lookahead"",""constrained generation"",""llm"",""parser"",""reachability analysis"",""structured generation""]"
post_data/projects/2025-06-30-geometric-optimization-proposal/frontmatter.yaml,"[""geometric optimization"",""parameter space manifolds"",""standard model"",""neural architecture search"",""riemannian optimization"",""gauge theory"",""emergent structures""]"
post_data/projects/2025-06-30-bwt-tree-proposal/frontmatter.yaml,"[""burrows-wheeler-transform"",""entropy-optimization"",""permutation-trees"",""string-algorithms"",""compression"",""bijective-transforms""]"
